Weight (kg),Age,Height (cm),Size
54,26,170.18,S
52,26,172.72,S
68,26,175.26,S
55,26,170.18,S
49,26,165.1,S
56,26,165.1,S
49,26,157.48,S
52,26,162.56,S
55,26,170.18,S
52,26,157.48,S
54,26,165.1,S
55,26,170.18,S
49,26,165.1,S
58,26,162.56,S
60,26,162.56,S
52,26,154.94,S
56,26,157.48,S
49,26,157.48,S
56,26,160.02,S
52,26,157.48,S
55,26,170.18,S
54,26,170.18,S
54,26,162.56,S
52,26,154.94,S
52,26,170.18,S
54,26,167.64,S
55,26,170.18,S
55,26,170.18,S
54,26,165.1,S
56,26,172.72,S
58,26,162.56,S
54,26,157.48,S
54,26,165.1,S
55,26,170.18,S
56,26,170.18,S
49,26,154.94,S
55,26,170.18,S
40,26,165.1,S
54,26,165.1,S
54,26,162.56,S
65,26,172.72,S
53,26,165.1,S
58,26,157.48,S
55,26,170.18,S
55,26,170.18,S
45,26,167.64,S
61,26,167.64,S
49,26,165.1,S
58,26,162.56,S
61,26,170.18,S
53,26,167.64,S
55,26,170.18,S
52,26,170.18,S
52,26,157.48,S
54,26,157.48,S
56,26,167.64,S
61,26,160.02,S
55,26,170.18,S
56,26,157.48,S
56,26,167.64,S
56,26,162.56,S
48,26,154.94,S
54,26,167.64,S
54,26,160.02,S
52,26,160.02,S
56,26,170.18,S
55,26,170.18,S
55,26,167.64,S
52,26,154.94,S
54,26,162.56,S
55,26,170.18,S
58,26,172.72,S
56,26,165.1,S
52,26,165.1,S
49,26,170.18,S
58,26,170.18,S
52,26,152.4,S
55,26,170.18,S
49,26,162.56,S
56,26,162.56,S
52,26,157.48,S
53,26,157.48,S
49,26,165.1,S
55,26,170.18,S
48,26,157.48,S
63,26,167.64,S
56,26,165.1,S
52,26,152.4,S
55,26,170.18,S
56,26,162.56,S
56,26,162.56,S
58,26,157.48,S
58,26,162.56,S
56,26,165.1,S
49,26,165.1,S
52,26,162.56,S
55,26,170.18,S
56,26,167.64,S
55,26,170.18,S
54,26,165.1,S
61,26,165.1,S
48,26,162.56,S
56,26,165.1,S
58,26,175.26,S
56,26,165.1,S
49,26,157.48,S
54,26,175.26,S
55,26,170.18,S
52,26,170.18,S
56,26,175.26,S
58,26,180.34,S
52,26,170.18,S
60,26,175.26,S
52,26,152.4,S
56,26,152.4,S
56,26,154.94,S
55,26,170.18,S
58,26,175.26,S
47,26,157.48,S
55,26,170.18,S
57,26,167.64,S
58,26,167.64,S
51,26,165.1,S
54,26,160.02,S
55,26,170.18,S
56,26,175.26,S
58,26,162.56,S
49,26,152.4,S
56,26,165.1,S
55,26,170.18,S
43,26,154.94,S
56,26,167.64,S
49,26,165.1,S
55,26,170.18,S
58,26,172.72,S
54,26,175.26,S
56,26,172.72,S
52,26,157.48,S
56,26,160.02,S
63,26,167.64,S
58,26,162.56,S
56,26,167.64,S
58,26,157.48,S
49,26,152.4,S
54,26,160.02,S
56,26,170.18,S
52,26,162.56,S
49,26,165.1,S
58,26,170.18,S
56,26,162.56,S
58,26,165.1,S
58,26,165.1,S
45,26,167.64,S
48,26,162.56,S
52,26,162.56,S
52,26,162.56,S
56,26,167.64,S
55,26,170.18,S
52,26,167.64,S
54,26,167.64,S
55,26,170.18,S
54,26,165.1,S
49,26,157.48,S
50,26,154.94,S
58,26,162.56,S
48,26,152.4,S
54,26,162.56,S
53,26,160.02,S
58,26,160.02,S
58,26,167.64,S
54,26,167.64,S
57,26,172.72,S
58,26,172.72,S
55,26,170.18,S
55,26,170.18,S
52,26,160.02,S
49,26,165.1,S
56,26,167.64,S
52,26,160.02,S
53,26,160.02,S
52,26,167.64,S
58,26,162.56,S
61,26,162.56,S
49,26,162.56,S
54,26,167.64,S
58,26,177.8,S
62,26,167.64,S
56,26,162.56,S
58,26,160.02,S
48,26,162.56,S
54,26,170.18,S
49,26,165.1,S
54,26,162.56,S
47,26,154.94,S
53,26,165.1,S
57,26,175.26,S
53,26,157.48,S
56,26,165.1,S
56,26,167.64,S
58,26,180.34,S
54,26,154.94,S
55,26,167.64,S
58,26,162.56,S
58,26,172.72,S
44,26,160.02,S
56,26,167.64,S
51,26,162.56,S
54,26,149.86,S
47,26,152.4,S
55,26,170.18,S
55,26,170.18,S
55,26,170.18,S
51,26,165.1,S
53,26,157.48,S
55,26,170.18,S
52,26,162.56,S
56,26,162.56,S
54,26,165.1,S
55,26,170.18,S
56,26,167.64,S
47,26,157.48,S
53,26,162.56,S
48,26,154.94,S
49,26,170.18,S
58,26,154.94,S
50,26,154.94,S
54,26,160.02,S
65,26,177.8,S
57,26,172.72,S
55,26,172.72,S
52,26,157.48,S
47,26,157.48,S
56,26,165.1,S
61,26,182.88,S
56,26,162.56,S
58,26,175.26,S
61,26,172.72,S
54,26,170.18,S
45,26,152.4,S
56,26,167.64,S
56,26,165.1,S
52,26,157.48,S
50,26,157.48,S
55,26,170.18,S
61,26,165.1,S
52,26,162.56,S
52,26,162.56,S
58,26,170.18,S
45,26,154.94,S
52,26,167.64,S
56,26,170.18,S
63,26,175.26,S
48,26,162.56,S
56,26,170.18,S
50,26,157.48,S
54,26,157.48,S
58,26,170.18,S
55,26,170.18,S
54,26,160.02,S
61,26,160.02,S
56,26,152.4,S
55,26,170.18,S
48,26,154.94,S
50,26,160.02,S
54,26,165.1,S
52,26,157.48,S
52,26,167.64,S
49,26,149.86,S
56,26,170.18,S
51,26,152.4,S
56,26,160.02,S
58,26,165.1,S
63,26,170.18,S
54,26,167.64,S
55,26,170.18,S
54,26,160.02,S
54,26,152.4,S
47,26,157.48,S
54,26,154.94,S
49,26,157.48,S
48,26,162.56,S
56,26,160.02,S
61,26,180.34,S
55,26,170.18,S
52,26,160.02,S
53,26,165.1,S
68,26,172.72,S
58,26,160.02,S
55,26,170.18,S
55,26,170.18,S
49,26,165.1,S
55,26,170.18,S
55,26,170.18,S
58,26,172.72,S
52,26,162.56,S
47,26,162.56,S
61,26,167.64,S
54,26,162.56,S
55,26,170.18,S
54,26,175.26,S
48,26,162.56,S
50,26,170.18,S
52,26,170.18,S
52,26,162.56,S
55,26,170.18,S
52,26,160.02,S
55,26,170.18,S
54,26,157.48,S
47,26,152.4,S
55,26,170.18,S
47,26,154.94,S
58,26,180.34,S
61,26,167.64,S
58,26,172.72,S
58,26,162.56,S
52,26,152.4,S
56,26,170.18,S
61,26,172.72,S
49,26,165.1,S
48,26,162.56,S
56,26,167.64,S
61,26,167.64,S
55,26,170.18,S
58,26,180.34,S
49,26,165.1,S
56,26,162.56,S
56,26,162.56,S
56,26,160.02,S
55,26,170.18,S
53,26,165.1,S
58,26,167.64,S
58,26,177.8,S
58,26,180.34,S
54,26,160.02,S
61,26,157.48,S
52,26,160.02,S
56,26,167.64,S
52,26,157.48,S
49,26,157.48,S
52,26,165.1,S
58,26,172.72,S
55,26,170.18,S
58,26,162.56,S
58,26,175.26,S
55,26,167.64,S
63,26,175.26,S
54,26,157.48,S
55,26,160.02,S
56,26,160.02,S
56,26,172.72,S
57,26,165.1,S
58,26,165.1,S
52,26,160.02,S
48,26,162.56,S
48,26,162.56,S
49,26,162.56,S
58,26,180.34,S
55,26,170.18,S
58,26,160.02,S
56,26,167.64,S
57,26,175.26,S
58,26,165.1,S
52,26,152.4,S
56,26,165.1,S
52,26,162.56,S
56,26,167.64,S
58,26,162.56,S
55,26,170.18,S
48,26,162.56,S
49,26,157.48,S
49,26,160.02,S
56,26,160.02,S
58,26,162.56,S
48,26,167.64,S
54,26,167.64,S
61,26,160.02,S
54,26,165.1,S
55,26,162.56,S
53,26,170.18,S
52,26,170.18,S
55,26,170.18,S
54,26,157.48,S
56,26,157.48,S
58,26,167.64,S
55,26,170.18,S
52,26,167.64,S
47,26,157.48,S
54,26,167.64,S
56,26,167.64,S
61,26,172.72,S
48,26,154.94,S
65,26,170.18,S
58,26,162.56,S
54,26,160.02,S
54,26,162.56,S
55,26,170.18,S
58,26,170.18,S
52,26,157.48,S
55,26,170.18,S
52,26,170.18,S
63,26,160.02,S
61,26,172.72,S
63,26,175.26,S
49,26,162.56,S
58,26,157.48,S
55,26,170.18,S
54,26,162.56,S
49,26,154.94,S
55,26,170.18,S
52,26,144.78,S
56,26,157.48,S
58,26,162.56,S
58,26,165.1,S
52,26,152.4,S
52,26,162.56,S
58,26,162.56,S
58,26,165.1,S
61,26,170.18,S
55,26,167.64,S
57,26,154.94,S
61,26,175.26,S
56,26,165.1,S
47,26,157.48,S
55,26,170.18,S
58,26,172.72,S
54,26,160.02,S
49,26,167.64,S
54,26,170.18,S
56,26,170.18,S
56,26,154.94,S
57,26,170.18,S
63,26,160.02,S
50,26,162.56,S
54,26,180.34,S
49,26,157.48,S
54,26,157.48,S
49,26,170.18,S
58,26,172.72,S
51,26,162.56,S
52,26,149.86,S
58,26,162.56,S
56,26,180.34,S
50,26,170.18,S
55,26,170.18,S
54,26,170.18,S
56,26,172.72,S
61,26,160.02,S
58,26,162.56,S
58,26,162.56,S
58,26,170.18,S
54,26,167.64,S
55,26,170.18,S
50,26,162.56,S
58,26,172.72,S
65,26,170.18,S
47,26,149.86,S
54,26,162.56,S
56,26,160.02,S
48,26,162.56,S
53,26,160.02,S
52,26,162.56,S
62,26,167.64,S
47,26,157.48,S
48,26,157.48,S
48,26,154.94,S
49,26,165.1,S
54,26,170.18,S
57,26,175.26,S
56,26,165.1,S
52,26,160.02,S
51,26,162.56,S
51,26,154.94,S
56,26,160.02,S
46,26,160.02,S
49,26,157.48,S
58,26,162.56,S
52,26,160.02,S
54,26,160.02,S
55,26,170.18,S
47,26,157.48,S
53,26,162.56,S
58,26,172.72,S
54,26,172.72,S
57,26,165.1,S
58,26,177.8,S
48,26,149.86,S
58,26,160.02,S
56,26,167.64,S
56,26,165.1,S
58,26,162.56,S
54,26,170.18,S
56,26,167.64,S
61,26,170.18,S
54,26,162.56,S
49,26,165.1,S
55,26,170.18,S
65,26,170.18,S
49,26,162.56,S
54,26,172.72,S
54,26,157.48,S
53,26,160.02,S
56,26,154.94,S
49,26,170.18,S
53,26,160.02,S
52,26,162.56,S
54,26,175.26,S
52,26,157.48,S
58,26,162.56,S
54,26,157.48,S
51,26,167.64,S
48,26,162.56,S
55,26,170.18,S
49,26,162.56,S
55,26,170.18,S
56,26,160.02,S
48,26,162.56,S
63,26,175.26,S
51,26,157.48,S
53,26,165.1,S
55,26,170.18,S
54,26,165.1,S
60,26,180.34,S
54,26,154.94,S
54,26,157.48,S
58,26,175.26,S
56,26,170.18,S
58,26,177.8,S
56,26,162.56,S
54,26,165.1,S
54,26,170.18,S
49,26,154.94,S
56,26,160.02,S
61,26,172.72,S
55,26,170.18,S
65,26,170.18,S
53,26,165.1,S
43,26,154.94,S
55,26,170.18,S
52,26,162.56,S
54,26,165.1,S
56,26,165.1,S
56,26,160.02,S
58,26,172.72,S
58,26,180.34,S
51,26,157.48,S
55,26,170.18,S
58,26,167.64,S
56,26,165.1,S
56,26,170.18,S
56,26,170.18,S
54,26,175.26,S
65,26,172.72,S
58,26,170.18,S
52,26,152.4,S
55,26,170.18,S
54,26,165.1,S
55,26,170.18,S
56,26,170.18,S
55,26,170.18,S
49,26,165.1,S
52,26,165.1,S
49,4,165.1,M
68,5,172.72,M
61,5,162.56,M
58,14,172.72,M
56,15,160.02,M
58,15,165.1,M
65,15,175.26,M
52,15,165.1,M
65,15,175.26,M
54,15,165.1,M
70,16,177.8,M
52,16,162.56,M
54,16,160.02,M
54,16,170.18,M
61,16,167.64,M
54,16,170.18,M
58,16,170.18,M
58,17,170.18,M
52,17,167.64,M
58,17,170.18,M
56,17,152.4,M
54,17,170.18,M
65,17,167.64,M
58,17,170.18,M
61,17,160.02,M
56,17,170.18,M
63,17,165.1,M
56,17,154.94,M
49,17,170.18,M
56,17,170.18,M
63,17,160.02,M
65,17,167.64,M
54,17,170.18,M
61,17,180.34,M
61,17,162.56,M
52,17,149.86,M
57,17,175.26,M
58,17,165.1,M
63,17,172.72,M
56,17,162.56,M
63,17,165.1,M
62,17,172.72,M
54,17,160.02,M
52,17,157.48,M
58,17,167.64,M
54,17,170.18,M
65,17,167.64,M
54,17,170.18,M
53,17,167.64,M
59,17,160.02,M
65,17,167.64,M
48,17,160.02,M
61,17,170.18,M
58,17,165.1,M
58,17,162.56,M
54,17,157.48,M
58,18,172.72,M
61,18,167.64,M
58,18,162.56,M
53,18,152.4,M
50,18,154.94,M
65,18,177.8,M
61,18,165.1,M
61,18,170.18,M
56,18,157.48,M
52,18,167.64,M
58,18,160.02,M
58,18,162.56,M
57,18,162.56,M
58,18,170.18,M
58,18,167.64,M
58,18,165.1,M
58,18,162.56,M
61,18,165.1,M
56,18,160.02,M
58,18,180.34,M
56,18,170.18,M
56,18,160.02,M
57,18,160.02,M
58,18,162.56,M
58,18,162.56,M
56,18,160.02,M
61,18,165.1,M
61,18,175.26,M
58,18,172.72,M
58,18,165.1,M
56,18,160.02,M
61,18,165.1,M
63,18,170.18,M
68,18,167.64,M
58,18,180.34,M
58,18,170.18,M
58,18,170.18,M
61,18,165.1,M
56,18,172.72,M
58,18,160.02,M
53,18,165.1,M
58,18,162.56,M
52,18,162.56,M
49,18,160.02,M
64,18,160.02,M
58,18,170.18,M
63,18,172.72,M
56,18,170.18,M
61,18,170.18,M
61,18,170.18,M
56,18,167.64,M
58,18,172.72,M
56,18,177.8,M
52,18,160.02,M
52,18,170.18,M
61,18,160.02,M
58,18,154.94,M
58,18,162.56,M
58,18,162.56,M
56,18,170.18,M
58,18,172.72,M
61,18,167.64,M
51,18,165.1,M
58,18,162.56,M
58,18,170.18,M
61,18,167.64,M
61,18,165.1,M
54,18,162.56,M
58,18,167.64,M
63,18,177.8,M
65,18,170.18,M
58,19,175.26,M
61,19,162.56,M
58,19,170.18,M
58,19,162.56,M
63,19,165.1,M
58,19,175.26,M
67,19,162.56,M
54,19,165.1,M
53,19,157.48,M
63,19,172.72,M
58,19,170.18,M
55,19,154.94,M
49,19,170.18,M
58,19,165.1,M
61,19,162.56,M
54,19,172.72,M
53,19,162.56,M
58,19,170.18,M
60,19,154.94,M
52,19,167.64,M
62,19,170.18,M
56,19,165.1,M
52,19,160.02,M
61,19,172.72,M
70,19,175.26,M
70,19,167.64,M
58,19,165.1,M
54,19,170.18,M
64,19,177.8,M
58,19,154.94,M
58,19,162.56,M
58,19,170.18,M
56,19,182.88,M
56,19,172.72,M
61,19,160.02,M
61,19,172.72,M
58,19,157.48,M
58,19,170.18,M
45,19,154.94,M
68,19,180.34,M
63,19,165.1,M
65,19,175.26,M
65,19,160.02,M
52,19,162.56,M
68,19,167.64,M
57,19,165.1,M
56,19,175.26,M
47,19,167.64,M
61,19,162.56,M
61,19,170.18,M
59,19,172.72,M
54,19,165.1,M
58,19,170.18,M
56,19,170.18,M
56,19,162.56,M
58,19,152.4,M
65,19,167.64,M
58,19,167.64,M
58,19,175.26,M
63,19,172.72,M
63,19,160.02,M
55,19,170.18,M
54,19,162.56,M
58,19,170.18,M
52,19,167.64,M
61,19,165.1,M
51,19,160.02,M
62,19,167.64,M
56,19,165.1,M
56,19,167.64,M
58,19,172.72,M
58,19,172.72,M
61,19,167.64,M
47,19,162.56,M
56,19,160.02,M
54,19,165.1,M
61,19,170.18,M
61,19,165.1,M
64,19,170.18,M
63,19,167.64,M
57,19,167.64,M
65,19,170.18,M
52,19,165.1,M
61,19,162.56,M
72,20,165.1,M
57,20,170.18,M
56,20,167.64,M
61,20,165.1,M
54,20,162.56,M
58,20,167.64,M
49,20,157.48,M
63,20,170.18,M
56,20,154.94,M
61,20,170.18,M
53,20,157.48,M
58,20,162.56,M
61,20,175.26,M
64,20,172.72,M
63,20,160.02,M
63,20,160.02,M
61,20,175.26,M
65,20,177.8,M
58,20,167.64,M
53,20,157.48,M
56,20,160.02,M
58,20,177.8,M
54,20,172.72,M
63,20,170.18,M
61,20,165.1,M
58,20,172.72,M
51,20,160.02,M
61,20,165.1,M
53,20,157.48,M
61,20,170.18,M
54,20,165.1,M
68,20,177.8,M
49,20,154.94,M
56,20,170.18,M
58,20,172.72,M
65,20,170.18,M
61,20,172.72,M
63,20,167.64,M
58,20,162.56,M
68,20,170.18,M
63,20,165.1,M
57,20,165.1,M
61,20,170.18,M
57,20,157.48,M
56,20,160.02,M
64,20,170.18,M
54,20,172.72,M
58,20,170.18,M
54,20,160.02,M
61,20,167.64,M
61,20,167.64,M
57,20,165.1,M
61,20,170.18,M
58,20,160.02,M
53,20,165.1,M
61,20,170.18,M
58,20,162.56,M
61,20,162.56,M
58,20,170.18,M
64,20,170.18,M
61,20,170.18,M
56,20,177.8,M
61,20,160.02,M
59,20,157.48,M
61,20,165.1,M
61,20,165.1,M
58,20,157.48,M
63,20,170.18,M
58,20,170.18,M
58,20,167.64,M
65,20,172.72,M
61,20,170.18,M
68,20,175.26,M
54,20,157.48,M
57,20,152.4,M
64,20,175.26,M
54,20,162.56,M
63,20,177.8,M
58,20,170.18,M
54,20,172.72,M
54,20,162.56,M
61,20,157.48,M
58,20,165.1,M
54,20,165.1,M
61,20,157.48,M
49,20,152.4,M
63,20,177.8,M
53,20,157.48,M
61,20,175.26,M
58,20,165.1,M
61,20,165.1,M
58,20,160.02,M
58,20,157.48,M
61,20,177.8,M
63,20,167.64,M
56,20,172.72,M
56,20,170.18,M
54,20,160.02,M
58,20,167.64,M
59,20,165.1,M
68,20,180.34,M
61,20,149.86,M
58,20,165.1,M
61,20,167.64,M
57,20,162.56,M
63,20,170.18,M
66,20,165.1,M
55,20,172.72,M
58,20,177.8,M
52,20,160.02,M
49,20,160.02,M
63,20,167.64,M
56,20,160.02,M
61,20,167.64,M
61,20,162.56,M
61,20,167.64,M
49,20,165.1,M
54,20,157.48,M
61,20,167.64,M
61,20,175.26,M
54,20,170.18,M
58,20,157.48,M
59,20,165.1,M
58,20,160.02,M
65,20,172.72,M
54,20,170.18,M
58,20,177.8,M
56,20,162.56,M
54,20,162.56,M
63,20,170.18,M
63,20,165.1,M
54,20,157.48,M
61,20,167.64,M
57,20,162.56,M
54,20,154.94,M
58,20,172.72,M
64,20,182.88,M
64,20,170.18,M
53,20,157.48,M
58,20,157.48,M
63,20,157.48,M
58,20,177.8,M
58,20,160.02,M
58,20,157.48,M
63,20,175.26,M
58,20,165.1,M
61,20,170.18,M
54,20,162.56,M
49,20,165.1,M
63,20,170.18,M
61,20,167.64,M
58,20,167.64,M
54,20,160.02,M
58,20,170.18,M
52,20,160.02,M
54,20,157.48,M
58,20,167.64,M
63,21,167.64,M
58,21,170.18,M
56,21,167.64,M
61,21,170.18,M
58,21,170.18,M
61,21,172.72,M
57,21,167.64,M
56,21,165.1,M
56,21,167.64,M
65,21,180.34,M
59,21,167.64,M
53,21,170.18,M
69,21,177.8,M
56,21,160.02,M
58,21,170.18,M
56,21,167.64,M
52,21,162.56,M
65,21,175.26,M
58,21,160.02,M
61,21,157.48,M
62,21,170.18,M
53,21,162.56,M
63,21,165.1,M
58,21,180.34,M
56,21,160.02,M
59,21,167.64,M
58,21,167.64,M
54,21,154.94,M
56,21,172.72,M
58,21,170.18,M
56,21,162.56,M
58,21,160.02,M
56,21,175.26,M
63,21,177.8,M
61,21,170.18,M
64,21,170.18,M
58,21,172.72,M
63,21,170.18,M
58,21,165.1,M
63,21,175.26,M
58,21,170.18,M
56,21,162.56,M
53,21,172.72,M
58,21,167.64,M
58,21,167.64,M
63,21,177.8,M
57,21,167.64,M
61,21,175.26,M
54,21,157.48,M
63,21,167.64,M
57,21,167.64,M
57,21,167.64,M
53,21,170.18,M
55,21,165.1,M
58,21,167.64,M
56,21,160.02,M
58,21,167.64,M
53,21,162.56,M
58,21,172.72,M
57,21,167.64,M
58,21,154.94,M
61,21,162.56,M
63,21,175.26,M
63,21,160.02,M
63,21,170.18,M
54,21,162.56,M
56,21,175.26,M
56,21,162.56,M
57,21,167.64,M
56,21,170.18,M
63,21,165.1,M
57,21,167.64,M
58,21,162.56,M
58,21,167.64,M
55,21,165.1,M
61,21,170.18,M
63,21,160.02,M
58,21,170.18,M
65,21,177.8,M
54,21,157.48,M
63,21,172.72,M
56,21,170.18,M
52,21,157.48,M
52,21,162.56,M
53,21,162.56,M
54,21,167.64,M
63,21,162.56,M
56,21,154.94,M
54,21,167.64,M
65,21,180.34,M
58,21,165.1,M
65,21,172.72,M
58,21,157.48,M
63,21,180.34,M
61,21,160.02,M
63,21,167.64,M
68,21,162.56,M
58,21,162.56,M
61,21,167.64,M
56,21,160.02,M
57,21,167.64,M
58,21,160.02,M
54,21,157.48,M
60,21,157.48,M
58,21,167.64,M
58,21,165.1,M
63,21,175.26,M
54,21,157.48,M
61,21,177.8,M
57,21,167.64,M
52,21,170.18,M
58,21,167.64,M
57,21,162.56,M
61,21,172.72,M
61,21,170.18,M
56,21,162.56,M
56,21,170.18,M
63,21,175.26,M
52,21,154.94,M
61,21,167.64,M
54,21,162.56,M
57,21,167.64,M
54,21,167.64,M
60,21,165.1,M
58,21,170.18,M
58,21,167.64,M
65,21,162.56,M
57,21,167.64,M
65,21,170.18,M
58,21,167.64,M
58,21,167.64,M
57,21,167.64,M
56,21,170.18,M
63,21,175.26,M
61,21,175.26,M
63,21,177.8,M
52,21,160.02,M
52,21,157.48,M
58,21,167.64,M
62,21,170.18,M
68,21,170.18,M
61,21,162.56,M
54,21,160.02,M
63,21,175.26,M
62,21,172.72,M
57,21,167.64,M
53,21,162.56,M
58,21,157.48,M
61,21,170.18,M
62,21,167.64,M
61,21,162.56,M
49,21,152.4,M
61,21,167.64,M
61,21,177.8,M
57,21,167.64,M
56,21,152.4,M
58,21,167.64,M
56,21,170.18,M
58,21,160.02,M
58,21,160.02,M
57,21,167.64,M
58,21,165.1,M
52,21,157.48,M
55,21,165.1,M
56,21,170.18,M
61,21,170.18,M
56,21,160.02,M
55,21,160.02,M
63,21,154.94,M
61,21,160.02,M
61,21,175.26,M
63,21,175.26,M
61,21,172.72,M
56,21,170.18,M
53,21,170.18,M
57,21,167.64,M
66,21,177.8,M
58,21,165.1,M
58,21,160.02,M
61,21,170.18,M
57,21,167.64,M
52,21,165.1,M
56,21,165.1,M
61,21,167.64,M
58,21,154.94,M
56,21,175.26,M
58,21,167.64,M
68,21,170.18,M
57,21,167.64,M
57,21,167.64,M
61,21,167.64,M
68,21,170.18,M
58,21,160.02,M
61,21,165.1,M
61,21,170.18,M
58,21,170.18,M
68,21,162.56,M
57,21,167.64,M
56,21,170.18,M
54,21,160.02,M
61,21,162.56,M
58,21,167.64,M
56,21,167.64,M
61,21,172.72,M
58,21,160.02,M
63,21,165.1,M
57,21,167.64,M
65,21,165.1,M
52,21,157.48,M
56,21,167.64,M
57,21,167.64,M
56,21,160.02,M
63,21,177.8,M
56,21,154.94,M
63,21,177.8,M
63,21,172.72,M
52,21,170.18,M
58,21,152.4,M
59,21,167.64,M
61,21,172.72,M
56,21,167.64,M
58,21,167.64,M
54,21,160.02,M
58,21,167.64,M
61,21,160.02,M
57,21,167.64,M
56,21,172.72,M
55,21,162.56,M
58,21,167.64,M
56,21,157.48,M
61,21,175.26,M
71,21,175.26,M
58,21,167.64,M
61,21,162.56,M
58,21,162.56,M
63,21,167.64,M
74,21,162.56,M
52,21,149.86,M
59,21,160.02,M
64,21,157.48,M
61,21,172.72,M
52,21,154.94,M
56,21,157.48,M
52,21,160.02,M
58,21,170.18,M
57,21,167.64,M
57,21,167.64,M
54,22,167.64,M
68,22,162.56,M
60,22,172.72,M
54,22,165.1,M
61,22,175.26,M
61,22,167.64,M
57,22,162.56,M
56,22,160.02,M
58,22,165.1,M
62,22,154.94,M
61,22,165.1,M
52,22,162.56,M
58,22,162.56,M
56,22,167.64,M
56,22,162.56,M
58,22,170.18,M
58,22,167.64,M
61,22,165.1,M
54,22,160.02,M
56,22,167.64,M
54,22,170.18,M
54,22,165.1,M
56,22,160.02,M
58,22,167.64,M
63,22,172.72,M
58,22,167.64,M
58,22,172.72,M
58,22,162.56,M
58,22,165.1,M
58,22,167.64,M
58,22,172.72,M
61,22,172.72,M
56,22,162.56,M
58,22,177.8,M
56,22,170.18,M
63,22,165.1,M
64,22,167.64,M
61,22,162.56,M
63,22,182.88,M
52,22,162.56,M
54,22,165.1,M
65,22,177.8,M
56,22,162.56,M
58,22,175.26,M
52,22,160.02,M
63,22,172.72,M
68,22,172.72,M
58,22,170.18,M
60,22,162.56,M
53,22,165.1,M
61,22,165.1,M
63,22,172.72,M
60,22,160.02,M
58,22,175.26,M
58,22,162.56,M
54,22,165.1,M
63,22,170.18,M
65,22,167.64,M
63,22,170.18,M
54,22,165.1,M
58,22,152.4,M
58,22,157.48,M
54,22,165.1,M
68,22,137.16,M
70,22,180.34,M
53,22,160.02,M
58,22,167.64,M
64,22,177.8,M
52,22,154.94,M
63,22,172.72,M
56,22,167.64,M
54,22,165.1,M
60,22,172.72,M
61,22,175.26,M
68,22,152.4,M
55,22,160.02,M
54,22,165.1,M
65,22,170.18,M
54,22,165.1,M
92,22,167.64,M
58,22,167.64,M
61,22,165.1,M
61,22,165.1,M
58,22,180.34,M
54,22,165.1,M
54,22,165.1,M
61,22,167.64,M
61,22,162.56,M
58,22,160.02,M
61,22,170.18,M
52,22,157.48,M
60,22,167.64,M
58,22,167.64,M
63,22,167.64,M
63,22,177.8,M
64,22,177.8,M
61,22,165.1,M
53,22,154.94,M
60,22,170.18,M
65,22,167.64,M
54,22,157.48,M
55,22,170.18,M
58,22,162.56,M
54,22,162.56,M
54,22,165.1,M
58,22,157.48,M
58,22,165.1,M
54,22,160.02,M
61,22,167.64,M
63,22,165.1,M
63,22,157.48,M
58,22,165.1,M
56,22,167.64,M
56,22,165.1,M
70,22,182.88,M
52,22,160.02,M
54,22,165.1,M
65,22,170.18,M
56,22,162.56,M
54,22,165.1,M
68,22,167.64,M
58,22,160.02,M
61,22,160.02,M
56,22,165.1,M
59,22,162.56,M
54,22,165.1,M
53,22,160.02,M
61,22,170.18,M
63,22,165.1,M
60,22,167.64,M
58,22,162.56,M
58,22,165.1,M
54,22,170.18,M
56,22,162.56,M
61,22,165.1,M
54,22,165.1,M
58,22,175.26,M
54,22,165.1,M
54,22,165.1,M
58,22,165.1,M
50,22,167.64,M
52,22,170.18,M
63,22,167.64,M
54,22,165.1,M
61,22,167.64,M
54,22,162.56,M
63,22,160.02,M
58,22,167.64,M
58,22,167.64,M
56,22,175.26,M
58,22,172.72,M
61,22,165.1,M
58,22,157.48,M
61,22,172.72,M
61,22,177.8,M
54,22,157.48,M
52,22,162.56,M
58,22,152.4,M
56,22,172.72,M
56,22,162.56,M
53,22,167.64,M
56,22,162.56,M
61,22,170.18,M
54,22,170.18,M
58,22,157.48,M
63,22,172.72,M
63,22,160.02,M
54,22,165.1,M
54,22,162.56,M
61,22,170.18,M
52,22,162.56,M
54,22,160.02,M
56,22,172.72,M
54,22,162.56,M
54,22,170.18,M
65,22,167.64,M
61,22,157.48,M
58,22,160.02,M
58,22,160.02,M
61,22,172.72,M
54,22,162.56,M
58,22,167.64,M
58,22,170.18,M
63,22,160.02,M
56,22,165.1,M
49,22,152.4,M
63,22,167.64,M
61,22,162.56,M
54,22,154.94,M
62,22,170.18,M
61,22,172.72,M
54,22,165.1,M
61,22,165.1,M
65,22,167.64,M
61,22,177.8,M
56,22,162.56,M
61,22,172.72,M
63,22,172.72,M
54,22,170.18,M
56,22,165.1,M
56,22,154.94,M
56,22,157.48,M
61,22,162.56,M
61,22,165.1,M
56,22,162.56,M
61,22,177.8,M
55,22,160.02,M
63,22,162.56,M
56,22,170.18,M
70,22,180.34,M
52,22,160.02,M
56,22,172.72,M
54,22,165.1,M
52,22,162.56,M
61,22,167.64,M
56,22,165.1,M
52,22,162.56,M
58,22,177.8,M
58,22,167.64,M
63,22,172.72,M
54,22,170.18,M
65,22,167.64,M
